user_genome	Domain	Phylum	Class	Order	Family	Genus	Species
B.3.R.10-8K-bin.13	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus amylolyticus
B.3.R.10-8K-bin.12	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus amylolyticus
B.3.R.10-8K-bin.11	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium vaginale
B.3.R.10-8K-bin.10	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Riemerella	Riemerella anatipestifer
B.3.R.10-8K-bin.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Riemerella	Riemerella anatipestifer
B.3.N.60-MM-bin.9	Bacteria	Firmicutes	Bacilli	Bacillales	Aeribacillaceae	Aeribacillus	Aeribacillus pallidus
B.3.N.60-MM-bin.8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Brucella	Brucella melitensis
B.3.N.60-MM-bin.7	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Porphyrobacter_A	Porphyrobacter_A atlanticus
B.3.N.60-MM-bin.6	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Sinomonas	Sinomonas atrocyanea
B.3.N.60-MM-bin.5	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_A	Helicobacter_A bilis_A
B.3.N.60-MM-bin.4	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Wolinella	Wolinella succinogenes
B.3.N.60-MM-bin.3	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Bordetella_A	Bordetella_A petrii
B.3.N.60-MM-bin.2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus denitrificans
B.3.N.60-MM-bin.16	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium vaginale
B.3.N.60-MM-bin.15	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Octadecabacter	Octadecabacter antarcticus
B.3.N.60-MM-bin.14	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_C	Helicobacter_C cinaedi
B.3.N.60-MM-bin.13	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	Planktomarina temperata
B.3.N.60-MM-bin.12	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter_B	Erythrobacter_B gangjinensis
B.3.N.60-MM-bin.11	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Bordetella_C	Bordetella_C flabilis
B.3.N.60-MM-bin.10	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium kashiwanohense_A
B.3.N.60-MM-bin.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Octadecabacter	Octadecabacter temperatus
B.3.N.60-DT-bin.9	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Porphyrobacter_A	Porphyrobacter_A atlanticus
B.3.N.60-DT-bin.8	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Sinomonas	Sinomonas atrocyanea
B.3.N.60-DT-bin.7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus denitrificans
B.3.N.60-DT-bin.6	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium vaginale
B.3.N.60-DT-bin.5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	Planktomarina temperata
B.3.N.60-DT-bin.4	Archaea	Halobacterota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicrobium	Halomicrobium mukohataei
B.3.N.60-DT-bin.3	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Wolinella	Wolinella succinogenes
B.3.N.60-DT-bin.21	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_A	Helicobacter_A bilis_A
B.3.N.60-DT-bin.20	Bacteria	Firmicutes	Bacilli	Bacillales	Aeribacillaceae	Aeribacillus	Aeribacillus pallidus
B.3.N.60-DT-bin.2	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter phenanthrenivorans
B.3.N.60-DT-bin.19	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium mustelae
B.3.N.60-DT-bin.18	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
B.3.N.60-DT-bin.17	Archaea	Halobacterota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula marismortui
B.3.N.60-DT-bin.16	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus mucosus
B.3.N.60-DT-bin.15	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	Staphylothermus hellenicus
B.3.N.60-DT-bin.14	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_C	Helicobacter_C cinaedi
B.3.N.60-DT-bin.11	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Brucella	Brucella melitensis
B.3.N.60-DT-bin.10	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium kashiwanohense_A
B.3.N.60-DT-bin.1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter_B	Erythrobacter_B gangjinensis
B.3.N.60-8K-bin.9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Brucella	Brucella melitensis
B.3.N.60-8K-bin.8	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Sinomonas	Sinomonas atrocyanea
B.3.N.60-8K-bin.7	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
B.3.N.60-8K-bin.6	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Sinomonas	Sinomonas atrocyanea
B.3.N.60-8K-bin.5	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter phenanthrenivorans
B.3.N.60-8K-bin.48	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter phenanthrenivorans
B.3.N.60-8K-bin.47	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	Planktomarina temperata
B.3.N.60-8K-bin.46	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium mustelae
B.3.N.60-8K-bin.45	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Wolinella	Wolinella succinogenes
B.3.N.60-8K-bin.44	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium vaginale
B.3.N.60-8K-bin.43	Bacteria	Firmicutes	Bacilli	Bacillales	Aeribacillaceae	Aeribacillus	Aeribacillus pallidus
B.3.N.60-8K-bin.42	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	Planktomarina temperata
B.3.N.60-8K-bin.41	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Wolinella	Wolinella succinogenes
B.3.N.60-8K-bin.40	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	Staphylothermus hellenicus
B.3.N.60-8K-bin.4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Brucella	Brucella melitensis
B.3.N.60-8K-bin.39	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Porphyrobacter_A	Porphyrobacter_A atlanticus
B.3.N.60-8K-bin.38	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Sinomonas	Sinomonas atrocyanea
B.3.N.60-8K-bin.37	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium mustelae
B.3.N.60-8K-bin.36	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	Staphylothermus hellenicus
B.3.N.60-8K-bin.35	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium kashiwanohense_A
B.3.N.60-8K-bin.34	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
B.3.N.60-8K-bin.33	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium vaginale
B.3.N.60-8K-bin.32	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Brucella	Brucella melitensis
B.3.N.60-8K-bin.31	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium kashiwanohense_A
B.3.N.60-8K-bin.30	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter_B	Erythrobacter_B gangjinensis
B.3.N.60-8K-bin.3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	Planktomarina temperata
B.3.N.60-8K-bin.29	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium mustelae
B.3.N.60-8K-bin.28	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Sinomonas	Sinomonas atrocyanea
B.3.N.60-8K-bin.27	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium kashiwanohense_A
B.3.N.60-8K-bin.26	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter phenanthrenivorans
B.3.N.60-8K-bin.25	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium vaginale
B.3.N.60-8K-bin.24	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium kashiwanohense_A
B.3.N.60-8K-bin.23	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	Planktomarina temperata
B.3.N.60-8K-bin.22	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter phenanthrenivorans
B.3.N.60-8K-bin.21	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	Staphylothermus hellenicus
B.3.N.60-8K-bin.20	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus mucosus
B.3.N.60-8K-bin.2	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
B.3.N.60-8K-bin.19	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus mucosus
B.3.N.60-8K-bin.18	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus mucosus
B.3.N.60-8K-bin.17	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium mustelae
B.3.N.60-8K-bin.16	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus denitrificans
B.3.N.60-8K-bin.15	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
B.3.N.60-8K-bin.14	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Wolinella	Wolinella succinogenes
B.3.N.60-8K-bin.13	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	Staphylothermus hellenicus
B.3.N.60-8K-bin.12	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium vaginale
B.3.N.60-8K-bin.11	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus mucosus
B.3.N.60-8K-bin.10	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Brucella	Brucella melitensis
B.3.N.60-8K-bin.1	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Wolinella	Wolinella succinogenes
B.3.C.60-MM-bin.9	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_A	Helicobacter_A bilis_A
B.3.C.60-MM-bin.8	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio fluvialis
B.3.C.60-MM-bin.7	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Riemerella	Riemerella anatipestifer
B.3.C.60-MM-bin.6	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter_A	Erythrobacter_A flavus
B.3.C.60-MM-bin.5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus denitrificans
B.3.C.60-MM-bin.4	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium kashiwanohense_A
B.3.C.60-MM-bin.3	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve
B.3.C.60-MM-bin.2	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium vaginale
B.3.C.60-MM-bin.16	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Brucella	Brucella melitensis
B.3.C.60-MM-bin.15	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Sinomonas	Sinomonas atrocyanea
B.3.C.60-MM-bin.14	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Lawsonella	Lawsonella clevelandensis
B.3.C.60-MM-bin.13	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Octadecabacter	Octadecabacter antarcticus
B.3.C.60-MM-bin.12	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_C	Helicobacter_C cinaedi
B.3.C.60-MM-bin.10	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	Planktomarina temperata
B.3.C.60-MM-bin.1	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium vitaeruminis
B.3.C.60-DT-bin.7	Bacteria	Firmicutes	Bacilli	Bacillales	Aeribacillaceae	Aeribacillus	Aeribacillus pallidus
B.3.C.60-DT-bin.6	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Wolinella	Wolinella succinogenes
B.3.C.60-DT-bin.5	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium vaginale
B.3.C.60-DT-bin.4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
B.3.C.60-DT-bin.3	Archaea	Halobacterota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula marismortui
B.3.C.60-DT-bin.29	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_C	Helicobacter_C cinaedi
B.3.C.60-DT-bin.28	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_A	Helicobacter_A bilis_A
B.3.C.60-DT-bin.27	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	Planktomarina temperata
B.3.C.60-DT-bin.26	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus denitrificans
B.3.C.60-DT-bin.25	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Riemerella	Riemerella anatipestifer
B.3.C.60-DT-bin.24	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus mucosus
B.3.C.60-DT-bin.22	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Sinomonas	Sinomonas atrocyanea
B.3.C.60-DT-bin.21	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Brucella	Brucella melitensis
B.3.C.60-DT-bin.20	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve
B.3.C.60-DT-bin.19	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	Staphylothermus hellenicus
B.3.C.60-DT-bin.18	Archaea	Halobacterota	Halobacteria	Halobacteriales	Haloarculaceae	Halorhabdus	Halorhabdus utahensis
B.3.C.60-DT-bin.17	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus amylolyticus
B.3.C.60-DT-bin.15	Archaea	Halobacterota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicrobium	Halomicrobium mukohataei
B.3.C.60-DT-bin.14	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium kashiwanohense_A
B.3.C.60-DT-bin.13	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium mustelae
B.3.C.60-DT-bin.12	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter_A	Erythrobacter_A flavus
B.3.C.60-DT-bin.11	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium vitaeruminis
B.3.C.60-DT-bin.10	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus paralicheniformis
B.3.C.60-DT-bin.1	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Lawsonella	Lawsonella clevelandensis
B.3.C.60-8K-bin.9	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium vaginale
B.3.C.60-8K-bin.8	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Wolinella	Wolinella succinogenes
B.3.C.60-8K-bin.7	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus mucosus
B.3.C.60-8K-bin.6	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Sinomonas	Sinomonas atrocyanea
B.3.C.60-8K-bin.51	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Brucella	Brucella melitensis
B.3.C.60-8K-bin.50	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio fluvialis
B.3.C.60-8K-bin.5	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium vitaeruminis
B.3.C.60-8K-bin.49	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus amylolyticus
B.3.C.60-8K-bin.48	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Brucella	Brucella melitensis
B.3.C.60-8K-bin.47	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter_A	Erythrobacter_A flavus
B.3.C.60-8K-bin.46	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	Planktomarina temperata
B.3.C.60-8K-bin.45	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium mustelae
B.3.C.60-8K-bin.44	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio fluvialis
B.3.C.60-8K-bin.43	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Wolinella	Wolinella succinogenes
B.3.C.60-8K-bin.42	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium vitaeruminis
B.3.C.60-8K-bin.41	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Riemerella	Riemerella anatipestifer
B.3.C.60-8K-bin.40	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Brucella	Brucella melitensis
B.3.C.60-8K-bin.4	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Sinomonas	Sinomonas atrocyanea
B.3.C.60-8K-bin.39	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	Planktomarina temperata
B.3.C.60-8K-bin.38	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	Staphylothermus hellenicus
B.3.C.60-8K-bin.37	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter_A	Erythrobacter_A flavus
B.3.C.60-8K-bin.36	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	Staphylothermus hellenicus
B.3.C.60-8K-bin.35	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	Planktomarina temperata
B.3.C.60-8K-bin.34	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus amylolyticus
B.3.C.60-8K-bin.33	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter_A	Erythrobacter_A flavus
B.3.C.60-8K-bin.32	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium mustelae
B.3.C.60-8K-bin.31	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio fluvialis
B.3.C.60-8K-bin.30	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Wolinella	Wolinella succinogenes
B.3.C.60-8K-bin.3	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	Staphylothermus hellenicus
B.3.C.60-8K-bin.29	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium mustelae
B.3.C.60-8K-bin.28	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus mucosus
B.3.C.60-8K-bin.27	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus mucosus
B.3.C.60-8K-bin.26	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus amylolyticus
B.3.C.60-8K-bin.25	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Brucella	Brucella melitensis
B.3.C.60-8K-bin.24	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium mustelae
B.3.C.60-8K-bin.23	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Riemerella	Riemerella anatipestifer
B.3.C.60-8K-bin.22	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Wolinella	Wolinella succinogenes
B.3.C.60-8K-bin.21	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium vaginale
B.3.C.60-8K-bin.20	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Riemerella	Riemerella anatipestifer
B.3.C.60-8K-bin.2	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus mucosus
B.3.C.60-8K-bin.19	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	Staphylothermus hellenicus
B.3.C.60-8K-bin.18	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus amylolyticus
