Bin.Id	Community	Abundance_distribution	Taxonomic_distribution	Depth	Pipeline	Marker lineage	Completeness	Contamination	Strain heterogeneity
B.2.R.10-8K-bin.36	B	2	R	10	8K	f__Rhodobacteraceae (UID3356)	97.28	0.14	0
B.2.R.10-8K-bin.37	B	2	R	10	8K	f__Micrococcaceae (UID1631)	98.77	0.49	50
B.2.R.10-8K-bin.38	B	2	R	10	8K	o__Campylobacterales (UID3068)	92.37	0.33	33.33
B.2.R.10-8K-bin.39	B	2	R	10	8K	c__Thermoprotei (UID148)	94.94	0	0
B.2.R.10-8K-bin.4	B	2	R	10	8K	o__Actinomycetales (UID1590)	71.1	0.2	0
B.2.R.10-8K-bin.40	B	2	R	10	8K	o__Flavobacteriales (UID2815)	94.61	0.25	0
B.2.R.10-8K-bin.41	B	2	R	10	8K	c__Thermoprotei (UID148)	94.94	0	0
B.2.R.10-8K-bin.42	B	2	R	10	8K	o__Campylobacterales (UID3068)	92.37	0.33	33.33
B.2.R.10-8K-bin.43	B	2	R	10	8K	f__Halobacteriaceae (UID85)	72.87	0	0
B.2.R.10-8K-bin.44	B	2	R	10	8K	o__Actinomycetales (UID1590)	73.65	0.78	0
B.2.R.10-8K-bin.45	B	2	R	10	8K	o__Flavobacteriales (UID2815)	94.61	0.25	0
B.2.R.10-8K-bin.46	B	2	R	10	8K	c__Thermoprotei (UID148)	100	0.63	0
B.2.R.10-8K-bin.47	B	2	R	10	8K	o__Flavobacteriales (UID2815)	94.61	0.25	0
B.2.R.10-8K-bin.48	B	2	R	10	8K	c__Thermoprotei (UID148)	94.94	0	0
B.2.R.10-8K-bin.49	B	2	R	10	8K	f__Rhodobacteraceae (UID3356)	97.28	0.14	0
B.2.R.10-8K-bin.5	B	2	R	10	8K	f__Micrococcaceae (UID1631)	98.77	0.49	50
B.2.R.10-8K-bin.6	B	2	R	10	8K	o__Campylobacterales (UID3068)	94.41	1.96	11.11
B.2.R.10-8K-bin.7	B	2	R	10	8K	f__Rhodobacteraceae (UID3356)	97.28	0.14	0
B.2.R.10-8K-bin.8	B	2	R	10	8K	f__Bacillaceae (UID829)	96.82	1.03	0
B.2.R.10-8K-bin.9	B	2	R	10	8K	f__Halobacteriaceae (UID85)	72.87	0	0
B.2.R.10-DT-bin.1	B	2	R	10	DT	o__Sphingomonadales (UID3310)	97.49	0.41	0
B.2.R.10-DT-bin.10	B	2	R	10	DT	f__Micrococcaceae (UID1631)	98.77	0.49	50
B.2.R.10-DT-bin.11	B	2	R	10	DT	c__Thermoprotei (UID148)	100	0.03	0
B.2.R.10-DT-bin.12	B	2	R	10	DT	o__Campylobacterales (UID3068)	98.47	2.31	10
B.2.R.10-DT-bin.13	B	2	R	10	DT	g__Bacillus (UID864)	99.59	0.04	50
B.2.R.10-DT-bin.14	B	2	R	10	DT	f__Bacillaceae (UID829)	98.66	2.81	0
B.2.R.10-DT-bin.15	B	2	R	10	DT	o__Sphingomonadales (UID3310)	99.25	2.06	0
B.2.R.10-DT-bin.16	B	2	R	10	DT	f__Halobacteriaceae (UID85)	99.53	0.03	0
B.2.R.10-DT-bin.17	B	2	R	10	DT	f__Halobacteriaceae (UID85)	99.53	0	0
B.2.R.10-DT-bin.2	B	2	R	10	DT	c__Thermoprotei (UID148)	100	0.63	0
B.2.R.10-DT-bin.3	B	2	R	10	DT	f__Enterobacteriaceae (UID5103)	99.91	0.4	0
B.2.R.10-DT-bin.4	B	2	R	10	DT	o__Actinomycetales (UID1590)	87.37	2.1	41.67
B.2.R.10-DT-bin.5	B	2	R	10	DT	f__Rhodobacteraceae (UID3356)	98.65	0.5	0
B.2.R.10-DT-bin.6	B	2	R	10	DT	o__Flavobacteriales (UID2815)	99.51	0.49	0
B.2.R.10-DT-bin.7	B	2	R	10	DT	o__Burkholderiales (UID4000)	98.91	1.4	0
B.2.R.10-DT-bin.8	B	2	R	10	DT	o__Sphingomonadales (UID3310)	99.42	0.11	0
B.2.R.10-DT-bin.9	B	2	R	10	DT	o__Campylobacterales (UID3068)	92.74	0.33	33.33
B.2.R.10-MM-bin.1	B	2	R	10	MM	o__Sphingomonadales (UID3310)	95.35	0.09	0
B.2.R.10-MM-bin.10	B	2	R	10	MM	o__Burkholderiales (UID4000)	93.46	7.67	33.33
B.2.R.10-MM-bin.2	B	2	R	10	MM	o__Sphingomonadales (UID3310)	97.74	0.76	50
B.2.R.10-MM-bin.3	B	2	R	10	MM	f__Enterobacteriaceae (UID5103)	99.29	0.44	0
B.2.R.10-MM-bin.4	B	2	R	10	MM	o__Sphingomonadales (UID3310)	97.32	0.34	0
B.2.R.10-MM-bin.5	B	2	R	10	MM	f__Micrococcaceae (UID1631)	83.05	7.49	11.76
B.2.R.10-MM-bin.6	B	2	R	10	MM	f__Bacillaceae (UID829)	89.57	2.13	0
B.2.R.10-MM-bin.7	B	2	R	10	MM	f__Rhodobacteraceae (UID3356)	94.58	3.11	9.09
B.2.R.10-MM-bin.8	B	2	R	10	MM	g__Bacillus (UID864)	99.59	0.02	0
B.2.R.10-MM-bin.9	B	2	R	10	MM	o__Flavobacteriales (UID2815)	99.02	0.25	0
B.2.R.120-8K-bin.1	B	2	R	120	8K	f__Micrococcaceae (UID1623)	92.05	2.52	0
B.2.R.120-8K-bin.10	B	2	R	120	8K	c__Thermoprotei (UID148)	91.39	0.35	100
B.2.R.120-8K-bin.11	B	2	R	120	8K	f__Micrococcaceae (UID1623)	92.51	2.52	0
B.2.R.120-8K-bin.12	B	2	R	120	8K	g__Bacillus (UID864)	99.59	0.07	33.33
B.2.R.120-8K-bin.13	B	2	R	120	8K	c__Thermoprotei (UID148)	91.39	0.35	100
B.2.R.120-8K-bin.14	B	2	R	120	8K	o__Campylobacterales (UID3068)	99.06	0.77	50
B.2.R.120-8K-bin.15	B	2	R	120	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.2.R.120-8K-bin.16	B	2	R	120	8K	o__Sphingomonadales (UID3310)	98.09	0.02	0
B.2.R.120-8K-bin.17	B	2	R	120	8K	c__Betaproteobacteria (UID3959)	99.67	0	0
B.2.R.120-8K-bin.18	B	2	R	120	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.2.R.120-8K-bin.19	B	2	R	120	8K	f__Vibrionaceae (UID4868)	99.38	0.64	0
B.2.R.120-8K-bin.2	B	2	R	120	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.2.R.120-8K-bin.20	B	2	R	120	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.2.R.120-8K-bin.21	B	2	R	120	8K	o__Campylobacterales (UID3068)	99.06	0.77	50
B.2.R.120-8K-bin.22	B	2	R	120	8K	f__Bacillaceae (UID829)	94.84	1.58	0
B.2.R.120-8K-bin.23	B	2	R	120	8K	c__Thermoprotei (UID148)	100	0.63	0
B.2.R.120-8K-bin.24	B	2	R	120	8K	g__Bacillus (UID864)	99.59	0.07	33.33
B.2.R.120-8K-bin.25	B	2	R	120	8K	o__Sphingomonadales (UID3310)	98.09	0.02	0
B.2.R.120-8K-bin.26	B	2	R	120	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.2.R.120-8K-bin.27	B	2	R	120	8K	f__Halobacteriaceae (UID85)	72.87	0	0
B.2.R.120-8K-bin.28	B	2	R	120	8K	c__Thermoprotei (UID148)	91.39	0.35	100
B.2.R.120-8K-bin.29	B	2	R	120	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.2.R.120-8K-bin.3	B	2	R	120	8K	f__Halobacteriaceae (UID85)	72.87	0	0
B.2.R.120-8K-bin.30	B	2	R	120	8K	o__Campylobacterales (UID3068)	99.06	0.77	50
B.2.R.120-8K-bin.31	B	2	R	120	8K	g__Bacillus (UID864)	99.59	0.07	33.33
B.2.R.120-8K-bin.32	B	2	R	120	8K	f__Vibrionaceae (UID4868)	92.61	0.59	0
B.2.R.120-8K-bin.33	B	2	R	120	8K	f__Vibrionaceae (UID4868)	92.61	0.59	0
B.2.R.120-8K-bin.34	B	2	R	120	8K	f__Bacillaceae (UID829)	95.38	1.58	0
B.2.R.120-8K-bin.35	B	2	R	120	8K	f__Bacillaceae (UID829)	89.37	0.49	0
B.2.R.120-8K-bin.36	B	2	R	120	8K	c__Thermoprotei (UID148)	100	0.63	0
B.2.R.120-8K-bin.37	B	2	R	120	8K	f__Halobacteriaceae (UID85)	72.87	0	0
B.2.R.120-8K-bin.38	B	2	R	120	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.2.R.120-8K-bin.39	B	2	R	120	8K	c__Thermoprotei (UID148)	100	0.63	0
B.2.R.120-8K-bin.4	B	2	R	120	8K	f__Micrococcaceae (UID1623)	92.51	2.52	0
B.2.R.120-8K-bin.40	B	2	R	120	8K	f__Micrococcaceae (UID1623)	92.51	2.52	0
B.2.R.120-8K-bin.41	B	2	R	120	8K	o__Sphingomonadales (UID3310)	98.09	0.02	0
B.2.R.120-8K-bin.42	B	2	R	120	8K	c__Thermoprotei (UID148)	100	0.63	0
B.2.R.120-8K-bin.43	B	2	R	120	8K	f__Bacillaceae (UID829)	89.37	0.49	0
B.2.R.120-8K-bin.44	B	2	R	120	8K	g__Bacillus (UID864)	99.59	0.07	33.33
B.2.R.120-8K-bin.45	B	2	R	120	8K	o__Sphingomonadales (UID3310)	98.09	0.02	0
B.2.R.120-8K-bin.5	B	2	R	120	8K	f__Vibrionaceae (UID4868)	92.61	0.59	0
B.2.R.120-8K-bin.6	B	2	R	120	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.2.R.120-8K-bin.7	B	2	R	120	8K	f__Halobacteriaceae (UID85)	72.87	0	0
B.2.R.120-8K-bin.8	B	2	R	120	8K	c__Thermoprotei (UID148)	91.39	0.35	100
B.2.R.120-8K-bin.9	B	2	R	120	8K	o__Campylobacterales (UID3068)	99.06	0.77	50
B.2.R.120-DT-bin.1	B	2	R	120	DT	o__Campylobacterales (UID3068)	96.34	0.89	25
B.2.R.120-DT-bin.10	B	2	R	120	DT	f__Halobacteriaceae (UID85)	98.25	0.87	0
B.2.R.120-DT-bin.11	B	2	R	120	DT	o__Sphingomonadales (UID3310)	99.13	1.84	9.09
B.2.R.120-DT-bin.12	B	2	R	120	DT	c__Thermoprotei (UID148)	96.08	1.05	50
B.2.R.120-DT-bin.13	B	2	R	120	DT	o__Actinomycetales (UID1590)	95	0.29	0
B.2.R.120-DT-bin.14	B	2	R	120	DT	f__Micrococcaceae (UID1623)	92.47	3.15	0
B.2.R.120-DT-bin.15	B	2	R	120	DT	f__Enterobacteriaceae (UID5103)	99.49	1.45	53.85
B.2.R.120-DT-bin.16	B	2	R	120	DT	f__Rhodobacteraceae (UID3356)	99.25	0.35	0
B.2.R.120-DT-bin.17	B	2	R	120	DT	f__Rhodobacteraceae (UID3356)	99.29	0.61	0
B.2.R.120-DT-bin.18	B	2	R	120	DT	f__Vibrionaceae (UID4868)	99.93	0.91	0
B.2.R.120-DT-bin.19	B	2	R	120	DT	o__Flavobacteriales (UID2815)	98.77	0.74	0
B.2.R.120-DT-bin.2	B	2	R	120	DT	f__Halobacteriaceae (UID85)	99.47	0.62	0
B.2.R.120-DT-bin.20	B	2	R	120	DT	k__Bacteria (UID203)	60.03	28.31	2.56
B.2.R.120-DT-bin.21	B	2	R	120	DT	o__Campylobacterales (UID3068)	99.06	0.77	50
B.2.R.120-DT-bin.22	B	2	R	120	DT	o__Actinomycetales (UID1812)	98.9	0.99	0
B.2.R.120-DT-bin.23	B	2	R	120	DT	f__Rhodobacteraceae (UID3340)	99.7	7.77	5
B.2.R.120-DT-bin.24	B	2	R	120	DT	o__Campylobacterales (UID3068)	98	1.3	0
B.2.R.120-DT-bin.25	B	2	R	120	DT	k__Archaea (UID2)	100	8.02	0
B.2.R.120-DT-bin.26	B	2	R	120	DT	c__Thermoprotei (UID148)	100	3.16	0
B.2.R.120-DT-bin.27	B	2	R	120	DT	k__Archaea (UID2)	68.78	16.39	3.51
B.2.R.120-DT-bin.3	B	2	R	120	DT	o__Rhizobiales (UID3481)	99.44	1.24	0
B.2.R.120-DT-bin.4	B	2	R	120	DT	g__Bacillus (UID864)	99.59	0.07	33.33
B.2.R.120-DT-bin.5	B	2	R	120	DT	c__Betaproteobacteria (UID3959)	100	0.19	12.5
B.2.R.120-DT-bin.6	B	2	R	120	DT	f__Bifidobacteriaceae (UID1458)	78.21	26.17	29.09
B.2.R.120-DT-bin.7	B	2	R	120	DT	o__Sphingomonadales (UID3310)	98.11	0.02	0
B.2.R.120-DT-bin.8	B	2	R	120	DT	f__Bacillaceae (UID829)	98.66	2.13	0
B.2.R.120-DT-bin.9	B	2	R	120	DT	f__Micrococcaceae (UID1631)	95.81	0.58	50
B.2.R.120-MM-bin.1	B	2	R	120	MM	o__Sphingomonadales (UID3310)	99.13	0.34	0
B.2.R.120-MM-bin.2	B	2	R	120	MM	f__Rhodobacteraceae (UID3356)	99.39	0.61	0
B.2.R.120-MM-bin.3	B	2	R	120	MM	k__Bacteria (UID203)	100	4.23	10.53
B.2.R.120-MM-bin.4	B	2	R	120	MM	o__Flavobacteriales (UID2815)	97.55	0.25	0
B.2.R.180-8K-bin.1	B	2	R	180	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.2.R.180-8K-bin.10	B	2	R	180	8K	o__Sphingomonadales (UID3310)	99.46	0.02	0
B.2.R.180-8K-bin.11	B	2	R	180	8K	f__Rhodobacteraceae (UID3356)	74.31	1.35	12.5
B.2.R.180-8K-bin.12	B	2	R	180	8K	f__Halobacteriaceae (UID85)	97.53	0	0
B.2.R.180-8K-bin.13	B	2	R	180	8K	f__Bifidobacteriaceae (UID1458)	91.44	0	0
B.2.R.180-8K-bin.14	B	2	R	180	8K	f__Halobacteriaceae (UID85)	97.53	0	0
B.2.R.180-8K-bin.15	B	2	R	180	8K	c__Thermoprotei (UID148)	99.37	0	0
B.2.R.180-8K-bin.16	B	2	R	180	8K	f__Vibrionaceae (UID4868)	95.32	0.64	0
B.2.R.180-8K-bin.17	B	2	R	180	8K	f__Halobacteriaceae (UID85)	97.53	0	0
B.2.R.180-8K-bin.18	B	2	R	180	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.2.R.180-8K-bin.19	B	2	R	180	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.2.R.180-8K-bin.2	B	2	R	180	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.2.R.180-8K-bin.20	B	2	R	180	8K	f__Vibrionaceae (UID4868)	95.32	0.64	0
B.2.R.180-8K-bin.21	B	2	R	180	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.2.R.180-8K-bin.22	B	2	R	180	8K	f__Bifidobacteriaceae (UID1458)	91.44	0	0
B.2.R.180-8K-bin.23	B	2	R	180	8K	f__Vibrionaceae (UID4868)	95.32	0.64	0
B.2.R.180-8K-bin.24	B	2	R	180	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.2.R.180-8K-bin.25	B	2	R	180	8K	f__Bacillaceae (UID829)	95.18	1.58	0
B.2.R.180-8K-bin.26	B	2	R	180	8K	c__Thermoprotei (UID148)	99.37	0	0
B.2.R.180-8K-bin.27	B	2	R	180	8K	c__Thermoprotei (UID148)	99.37	0	0
B.2.R.180-8K-bin.28	B	2	R	180	8K	f__Rhodobacteraceae (UID3356)	74.31	1.35	12.5
B.2.R.180-8K-bin.29	B	2	R	180	8K	f__Bifidobacteriaceae (UID1458)	91.44	0	0
B.2.R.180-8K-bin.3	B	2	R	180	8K	c__Thermoprotei (UID148)	99.37	0	0
B.2.R.180-8K-bin.30	B	2	R	180	8K	f__Vibrionaceae (UID4868)	95.32	0.64	0
B.2.R.180-8K-bin.31	B	2	R	180	8K	f__Halobacteriaceae (UID85)	88.73	0	0
B.2.R.180-8K-bin.4	B	2	R	180	8K	c__Thermoprotei (UID148)	99.37	0	0
B.2.R.180-8K-bin.5	B	2	R	180	8K	f__Rhodobacteraceae (UID3356)	74.21	1.35	12.5
B.2.R.180-8K-bin.6	B	2	R	180	8K	c__Thermoprotei (UID148)	99.37	0	0
B.2.R.180-8K-bin.7	B	2	R	180	8K	c__Thermoprotei (UID148)	99.37	0	0
B.2.R.180-8K-bin.8	B	2	R	180	8K	c__Thermoprotei (UID148)	99.37	0	0
B.2.R.180-8K-bin.9	B	2	R	180	8K	f__Bifidobacteriaceae (UID1458)	91.44	0	0
B.2.R.180-DT-bin.1	B	2	R	180	DT	o__Flavobacteriales (UID2815)	97.56	3.55	76.92
B.2.R.180-DT-bin.10	B	2	R	180	DT	g__Bacillus (UID864)	99.27	0.12	33.33
B.2.R.180-DT-bin.11	B	2	R	180	DT	c__Thermoprotei (UID148)	99.37	0	0
B.2.R.180-DT-bin.12	B	2	R	180	DT	f__Halobacteriaceae (UID85)	99.53	0	0
B.2.R.180-DT-bin.13	B	2	R	180	DT	f__Bifidobacteriaceae (UID1458)	92.42	2.31	10
B.2.R.180-DT-bin.14	B	2	R	180	DT	f__Rhodobacteraceae (UID3356)	90.42	3.9	21.74
B.2.R.180-DT-bin.15	B	2	R	180	DT	o__Campylobacterales (UID3068)	98	1.3	0
B.2.R.180-DT-bin.16	B	2	R	180	DT	o__Sphingomonadales (UID3310)	99.25	4.19	5.56
B.2.R.180-DT-bin.17	B	2	R	180	DT	o__Burkholderiales (UID4000)	98.88	0.47	0
B.2.R.180-DT-bin.18	B	2	R	180	DT	f__Vibrionaceae (UID4868)	95.32	0.8	0
B.2.R.180-DT-bin.19	B	2	R	180	DT	c__Thermoprotei (UID148)	99.37	0.63	0
B.2.R.180-DT-bin.2	B	2	R	180	DT	o__Sphingomonadales (UID3310)	78.6	0.68	33.33
B.2.R.180-DT-bin.20	B	2	R	180	DT	k__Archaea (UID2)	68.46	15.46	0
B.2.R.180-DT-bin.21	B	2	R	180	DT	f__Rhodobacteraceae (UID3356)	99.35	0.35	0
B.2.R.180-DT-bin.22	B	2	R	180	DT	o__Sphingomonadales (UID3310)	97.32	0.41	0
B.2.R.180-DT-bin.23	B	2	R	180	DT	f__Bacillaceae (UID829)	98.28	2.13	0
B.2.R.180-DT-bin.24	B	2	R	180	DT	o__Campylobacterales (UID3068)	99.41	0.42	0
B.2.R.180-DT-bin.25	B	2	R	180	DT	k__Bacteria (UID203)	60.03	27.97	2.53
B.2.R.180-DT-bin.26	B	2	R	180	DT	o__Campylobacterales (UID3068)	96.87	0.19	0
B.2.R.180-DT-bin.27	B	2	R	180	DT	o__Flavobacteriales (UID2815)	80.99	0.65	0
B.2.R.180-DT-bin.28	B	2	R	180	DT	f__Enterobacteriaceae (UID5103)	98.44	1.68	82.61
B.2.R.180-DT-bin.29	B	2	R	180	DT	g__Bacillus (UID864)	99.59	0.34	8.33
B.2.R.180-DT-bin.3	B	2	R	180	DT	o__Rhizobiales (UID3481)	99.44	9.3	0
B.2.R.180-DT-bin.30	B	2	R	180	DT	f__Micrococcaceae (UID1631)	99.64	0.49	66.67
B.2.R.180-DT-bin.31	B	2	R	180	DT	f__Bifidobacteriaceae (UID1458)	98.11	0	0
B.2.R.180-DT-bin.4	B	2	R	180	DT	o__Burkholderiales (UID4000)	98.98	0.47	100
B.2.R.180-DT-bin.5	B	2	R	180	DT	f__Rhodobacteraceae (UID3356)	99.39	1.22	16.67
B.2.R.180-DT-bin.6	B	2	R	180	DT	o__Actinomycetales (UID1812)	99.67	0.95	0
B.2.R.180-DT-bin.7	B	2	R	180	DT	f__Micrococcaceae (UID1623)	92.13	3.43	35.29
B.2.R.180-DT-bin.8	B	2	R	180	DT	f__Bifidobacteriaceae (UID1462)	100	0.12	0
B.2.R.180-DT-bin.9	B	2	R	180	DT	k__Archaea (UID2)	35.83	4.67	0
B.2.R.30-8K-bin.1	B	2	R	30	8K	o__Campylobacterales (UID3068)	96.51	0.12	0
